Latitude (decimal degrees):	51.503
Longitude (decimal degrees):	10.781
Elevation (m):	188
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -1 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230312:0810,115.72,173.84,4.48,21.2,0.57,2.14,0.0
20230312:0910,72.25,216.34,5.09,27.99,1.55,3.03,0.0
20230312:1010,56.32,241.05,5.51,32.82,1.93,3.1,0.0
20230312:1110,24.66,230.26,5.05,35.07,2.29,3.72,0.0
20230312:1210,0.0,155.51,3.28,34.4,2.58,4.41,0.0
20230312:1310,0.0,101.26,2.13,30.92,2.54,4.34,0.0
20230312:1410,0.0,51.54,1.09,25.12,2.09,2.83,0.0
20230312:1510,0.0,81.37,1.72,17.65,2.64,3.31,0.0
20230312:1610,36.21,63.07,1.58,9.1,3.34,3.86,0.0
20230312:1710,0.0,0.0,0.0,0.0,3.91,4.0,0.0
20230312:1810,0.0,0.0,0.0,0.0,4.6,4.14,0.0
20230312:1910,0.0,0.0,0.0,0.0,4.35,4.0,0.0
20230312:2010,0.0,0.0,0.0,0.0,5.08,4.07,0.0
20230312:2110,0.0,0.0,0.0,0.0,5.57,4.14,0.0
20230312:2210,0.0,0.0,0.0,0.0,5.8,4.28,0.0
20230312:2310,0.0,0.0,0.0,0.0,5.73,4.28,0.0
20230313:0010,0.0,0.0,0.0,0.0,5.46,4.0,0.0
20230313:0110,0.0,0.0,0.0,0.0,5.1,3.93,0.0
20230313:0210,0.0,0.0,0.0,0.0,5.28,4.21,0.0
20230313:0310,0.0,0.0,0.0,0.0,5.52,3.86,0.0
20230313:0410,0.0,0.0,0.0,0.0,5.61,3.93,0.0
20230313:0510,0.0,0.0,0.0,0.0,6.0,4.69,0.0
20230313:0610,0.0,11.75,0.25,4.49,6.68,5.79,0.0
20230313:0710,0.0,22.6,0.48,13.43,7.7,6.14,0.0
20230313:0810,0.0,84.99,1.79,21.57,8.62,6.34,0.0
20230313:0910,0.0,75.95,1.6,28.38,9.65,6.48,0.0
20230313:1010,290.9,272.23,8.04,33.21,10.66,6.62,0.0
20230313:1110,0.0,133.81,2.82,35.47,11.24,6.55,0.0
20230313:1210,0.0,133.81,2.82,34.78,11.5,6.62,0.0
20230313:1310,0.0,54.25,1.14,31.27,11.92,6.0,0.0
20230313:1410,0.0,37.07,0.78,25.44,12.31,6.62,0.0
20230313:1510,0.0,67.81,1.43,17.94,12.71,6.41,0.0
20230313:1610,0.0,20.8,0.44,9.37,12.86,6.07,0.0
20230313:1710,0.0,0.0,0.0,0.0,12.3,5.66,0.0
20230313:1810,0.0,0.0,0.0,0.0,11.86,5.31,0.0
20230313:1910,0.0,0.0,0.0,0.0,11.62,4.9,0.0
20230313:2010,0.0,0.0,0.0,0.0,11.38,4.69,0.0
20230313:2110,0.0,0.0,0.0,0.0,11.12,4.62,0.0
20230313:2210,0.0,0.0,0.0,0.0,10.83,4.14,0.0
20230313:2310,0.0,0.0,0.0,0.0,10.39,4.28,0.0
20230314:0010,0.0,0.0,0.0,0.0,9.84,4.69,0.0
20230314:0110,0.0,0.0,0.0,0.0,9.75,4.76,0.0
20230314:0210,0.0,0.0,0.0,0.0,9.61,5.1,0.0
20230314:0310,0.0,0.0,0.0,0.0,9.43,5.52,0.0
20230314:0410,0.0,0.0,0.0,0.0,9.06,5.72,0.0
20230314:0510,0.0,0.0,0.0,0.0,8.59,5.66,0.0
20230314:0610,6.6,22.89,0.53,4.85,8.05,5.38,0.0
20230314:0710,10.64,81.21,1.79,13.79,8.4,6.07,0.0
20230314:0810,11.81,133.86,2.92,21.95,9.0,6.55,0.0
20230314:0910,13.2,176.59,3.83,28.77,9.62,8.0,0.0
20230314:1010,172.86,280.07,7.22,33.61,10.2,8.14,0.0
20230314:1110,51.84,257.17,5.83,35.86,10.69,6.48,0.0
20230314:1210,348.87,288.55,8.96,35.16,10.69,5.38,0.0
20230314:1310,0.0,87.7,1.85,31.62,11.06,6.0,0.0
20230314:1410,0.0,53.34,1.12,25.76,8.86,6.69,0.0
20230314:1510,0.0,56.06,1.18,18.24,3.73,6.07,0.0
20230314:1610,0.0,27.12,0.57,9.65,2.8,4.9,0.0
20230314:1710,0.0,0.0,0.0,0.0,2.9,4.34,0.0
20230314:1810,0.0,0.0,0.0,0.0,2.51,3.86,0.0
20230314:1910,0.0,0.0,0.0,0.0,2.35,3.52,0.0
20230314:2010,0.0,0.0,0.0,0.0,1.98,3.38,0.0
20230314:2110,0.0,0.0,0.0,0.0,1.82,3.38,0.0
20230314:2210,0.0,0.0,0.0,0.0,1.78,3.31,0.0
20230314:2310,0.0,0.0,0.0,0.0,1.52,3.24,0.0
20230315:0010,0.0,0.0,0.0,0.0,1.01,3.45,0.0
20230315:0110,0.0,0.0,0.0,0.0,0.65,3.59,0.0
20230315:0210,0.0,0.0,0.0,0.0,0.28,3.66,0.0
20230315:0310,0.0,0.0,0.0,0.0,-0.02,3.59,0.0
20230315:0410,0.0,0.0,0.0,0.0,-0.28,3.38,0.0
20230315:0510,0.0,0.0,0.0,0.0,-0.45,3.03,0.0
20230315:0610,0.0,17.18,0.36,5.2,-0.23,2.97,0.0
20230315:0710,19.16,92.71,2.1,14.16,0.99,3.72,0.0
20230315:0810,50.02,168.37,3.93,22.32,2.07,4.34,0.0
20230315:0910,145.54,246.06,6.29,29.16,3.05,4.28,0.0
20230315:1010,50.16,248.84,5.64,34.01,4.06,3.79,0.0
20230315:1110,0.0,121.15,2.55,36.26,4.85,3.59,0.0
20230315:1210,33.67,244.6,5.43,35.54,5.62,3.59,0.0
20230315:1310,637.73,175.94,10.08,31.97,5.88,3.66,0.0
20230315:1410,559.14,128.41,8.42,26.08,5.78,3.59,0.0
20230315:1510,1.62,86.99,1.85,18.53,4.82,3.66,0.0
20230315:1610,154.14,60.14,2.67,9.92,4.6,3.17,0.0
20230315:1710,0.0,0.0,0.0,0.0,3.81,2.41,0.0
20230315:1810,0.0,0.0,0.0,0.0,2.28,1.86,0.0
20230315:1910,0.0,0.0,0.0,0.0,0.66,1.45,0.0
20230315:2010,0.0,0.0,0.0,0.0,-0.66,1.45,0.0
20230315:2110,0.0,0.0,0.0,0.0,-1.24,1.38,0.0
20230315:2210,0.0,0.0,0.0,0.0,-1.56,1.31,0.0
20230315:2310,0.0,0.0,0.0,0.0,-1.07,1.1,0.0
20230316:0010,0.0,0.0,0.0,0.0,-0.95,0.9,0.0
20230316:0110,0.0,0.0,0.0,0.0,-1.26,0.9,0.0
20230316:0210,0.0,0.0,0.0,0.0,-1.44,0.97,0.0
20230316:0310,0.0,0.0,0.0,0.0,-1.98,1.03,0.0
20230316:0410,0.0,0.0,0.0,0.0,-2.68,1.24,0.0
20230316:0510,0.0,0.0,0.0,0.0,-3.17,1.52,0.0
20230316:0610,9.91,28.49,0.69,5.56,-3.05,1.59,0.0
20230316:0710,268.59,86.16,4.23,14.52,-1.31,1.17,0.0
20230316:0810,491.23,113.13,7.24,22.7,1.8,1.79,0.0
20230316:0910,439.29,214.73,8.46,29.55,3.26,2.48,0.0
20230316:1010,796.55,140.85,11.36,34.42,4.63,3.31,0.0
20230316:1110,843.18,147.62,12.06,36.66,5.57,3.72,0.0
20230316:1210,849.96,134.4,11.99,35.92,6.13,3.86,0.0
20230316:1310,731.22,136.21,10.63,32.32,6.59,4.0,0.0
20230316:1410,296.0,209.05,6.99,26.4,6.71,4.07,0.0
20230316:1510,83.23,148.5,3.81,18.82,6.67,3.86,0.0
20230316:1610,96.48,71.41,2.34,10.2,6.0,3.17,0.0
20230316:1710,0.0,0.0,0.0,0.0,4.74,2.9,0.0
20230316:1810,0.0,0.0,0.0,0.0,3.78,2.69,0.0
20230316:1910,0.0,0.0,0.0,0.0,3.19,3.1,0.0
20230316:2010,0.0,0.0,0.0,0.0,2.45,2.97,0.0
20230316:2110,0.0,0.0,0.0,0.0,1.91,2.83,0.0
20230316:2210,0.0,0.0,0.0,0.0,1.33,2.62,0.0
20230316:2310,0.0,0.0,0.0,0.0,1.01,2.34,0.0
20230317:0010,0.0,0.0,0.0,0.0,0.21,2.07,0.0
20230317:0110,0.0,0.0,0.0,0.0,-0.62,1.86,0.0
20230317:0210,0.0,0.0,0.0,0.0,-0.65,1.66,0.0
20230317:0310,0.0,0.0,0.0,0.0,-0.34,1.59,0.0
20230317:0410,0.0,0.0,0.0,0.0,-0.13,1.52,0.0
20230317:0510,0.0,0.0,0.0,0.0,-0.24,1.59,0.0
20230317:0610,60.56,37.11,1.22,5.92,-0.41,1.66,0.0
20230317:0710,205.14,102.36,3.93,14.89,1.79,1.45,0.0
20230317:0810,180.96,188.55,5.43,23.08,5.67,1.66,0.0
20230317:0910,631.58,144.64,9.51,29.94,7.95,2.41,0.0
20230317:1010,651.92,196.78,10.63,34.82,9.76,2.69,0.0
20230317:1110,489.96,275.17,10.23,37.06,11.31,2.76,0.0
20230317:1210,282.87,301.53,8.71,36.3,12.12,3.1,0.0
20230317:1310,275.99,268.68,8.0,32.67,12.71,3.17,0.0
20230317:1410,171.83,220.23,6.08,26.72,12.88,2.9,0.0
20230317:1510,69.52,146.76,3.68,19.11,12.65,2.62,0.0
20230317:1610,0.0,37.97,0.8,10.47,11.91,2.21,0.0
20230317:1710,0.0,0.0,0.0,0.0,10.49,1.93,0.0
20230317:1810,0.0,0.0,0.0,0.0,8.66,1.79,0.0
20230317:1910,0.0,0.0,0.0,0.0,7.41,1.86,0.0
20230317:2010,0.0,0.0,0.0,0.0,6.47,1.86,0.0
20230317:2110,0.0,0.0,0.0,0.0,6.16,1.79,0.0
20230317:2210,0.0,0.0,0.0,0.0,6.05,1.72,0.0
20230317:2310,0.0,0.0,0.0,0.0,5.51,1.86,0.0
20230318:0010,0.0,0.0,0.0,0.0,5.23,1.86,0.0
20230318:0110,0.0,0.0,0.0,0.0,4.87,2.07,0.0
20230318:0210,0.0,0.0,0.0,0.0,4.55,2.07,0.0
20230318:0310,0.0,0.0,0.0,0.0,4.52,2.07,0.0
20230318:0410,0.0,0.0,0.0,0.0,4.52,1.72,0.0
20230318:0510,0.0,0.0,0.0,0.0,4.41,1.59,0.0
20230318:0610,0.0,22.6,0.48,6.27,4.36,1.59,0.0
20230318:0710,236.46,93.82,4.15,15.25,6.23,1.59,0.0
20230318:0810,288.65,173.49,6.21,23.46,10.22,2.14,0.0
20230318:0910,619.85,145.62,9.47,30.33,11.86,2.9,0.0
20230318:1010,762.59,147.02,11.22,35.22,13.45,3.31,0.0
20230318:1110,773.1,168.12,11.72,37.46,14.83,3.45,0.0
20230318:1210,691.94,189.92,11.15,36.68,15.76,4.0,0.0
20230318:1310,312.97,262.79,8.29,33.02,15.89,3.79,0.0
20230318:1410,20.3,174.07,3.85,27.03,16.19,3.86,0.0
20230318:1510,0.0,27.12,0.57,19.4,15.77,2.97,0.0
20230318:1610,17.17,66.66,1.56,10.74,15.12,1.79,0.0
20230318:1710,0.0,0.0,0.0,0.0,13.45,1.45,0.0
20230318:1810,0.0,0.0,0.0,0.0,11.64,1.24,0.0
20230318:1910,0.0,0.0,0.0,0.0,12.87,0.69,0.0
20230318:2010,0.0,0.0,0.0,0.0,12.06,0.69,0.0
20230318:2110,0.0,0.0,0.0,0.0,11.51,0.76,0.0
20230318:2210,0.0,0.0,0.0,0.0,10.31,1.24,0.0
20230318:2310,0.0,0.0,0.0,0.0,7.68,1.52,0.0
20230319:0010,0.0,0.0,0.0,0.0,8.42,1.1,0.0
20230319:0110,0.0,0.0,0.0,0.0,8.94,0.69,0.0
20230319:0210,0.0,0.0,0.0,0.0,9.02,0.48,0.0
20230319:0310,0.0,0.0,0.0,0.0,8.86,0.69,0.0
20230319:0410,0.0,0.0,0.0,0.0,8.29,0.9,0.0
20230319:0510,0.0,0.0,0.0,0.0,7.48,0.9,0.0
20230319:0610,33.11,42.94,1.16,6.63,6.22,1.1,0.0
20230319:0710,120.39,118.58,3.51,15.62,7.49,0.83,0.0
20230319:0810,20.74,155.22,3.45,23.84,10.42,1.17,0.0
20230319:0910,101.13,240.0,5.89,30.73,12.39,2.0,0.0
20230319:1010,106.8,277.5,6.73,35.62,13.44,2.69,0.0
20230319:1110,317.42,305.09,9.17,37.86,14.35,3.1,0.0
20230319:1210,348.99,294.35,9.28,37.06,14.65,3.31,0.0
20230319:1310,263.98,269.57,7.98,33.37,14.81,3.38,0.0
20230319:1410,242.94,215.54,6.73,27.35,14.42,3.1,0.0
20230319:1510,27.73,133.68,3.07,19.69,14.27,3.31,0.0
20230319:1610,0.0,28.93,0.61,11.02,13.73,2.48,0.0
20230319:1710,0.0,0.9,0.02,1.81,12.23,1.72,0.0
20230319:1810,0.0,0.0,0.0,0.0,10.26,1.31,0.0
20230319:1910,0.0,0.0,0.0,0.0,8.88,1.59,0.0
20230319:2010,0.0,0.0,0.0,0.0,7.74,1.66,0.0
20230319:2110,0.0,0.0,0.0,0.0,6.74,1.79,0.0
20230319:2210,0.0,0.0,0.0,0.0,6.03,2.0,0.0
20230319:2310,0.0,0.0,0.0,0.0,5.81,1.93,0.0
20230320:0010,0.0,0.0,0.0,0.0,5.72,1.86,0.0
20230320:0110,0.0,0.0,0.0,0.0,4.95,2.0,0.0
20230320:0210,0.0,0.0,0.0,0.0,4.64,2.07,0.0
20230320:0310,0.0,0.0,0.0,0.0,4.98,2.14,0.0
20230320:0410,0.0,0.0,0.0,0.0,5.08,2.07,0.0
20230320:0510,0.0,0.0,0.0,0.0,5.36,1.79,0.0
20230320:0610,5.04,34.07,0.76,6.99,5.77,1.66,0.0
20230320:0710,0.0,52.44,1.11,15.99,7.86,2.97,0.0
20230320:0810,0.0,50.63,1.07,24.21,8.66,2.83,0.0
20230320:0910,50.15,223.94,5.15,31.12,9.44,2.97,0.0
20230320:1010,0.0,131.1,2.76,36.02,9.93,3.31,0.0
20230320:1110,7.76,215.4,4.61,38.26,10.06,3.31,0.0
20230320:1210,0.0,160.03,3.37,37.44,9.95,3.45,0.0
20230320:1310,78.59,254.55,6.04,33.72,10.19,3.52,0.0
20230320:1410,79.73,211.96,5.16,27.67,10.34,3.59,0.0
20230320:1510,21.3,131.65,2.97,19.98,10.27,3.52,0.0
20230320:1610,68.71,79.34,2.34,11.29,9.65,3.31,0.0
20230320:1710,0.0,2.71,0.06,2.07,8.72,2.97,0.0
20230320:1810,0.0,0.0,0.0,0.0,7.84,2.83,0.0
20230320:1910,0.0,0.0,0.0,0.0,7.37,2.41,0.0
20230320:2010,0.0,0.0,0.0,0.0,6.93,2.55,0.0
20230320:2110,0.0,0.0,0.0,0.0,6.68,2.62,0.0
20230320:2210,0.0,0.0,0.0,0.0,6.69,2.69,0.0
20230320:2310,0.0,0.0,0.0,0.0,6.78,2.48,0.0
20230321:0010,0.0,0.0,0.0,0.0,6.73,2.28,0.0
20230321:0110,0.0,0.0,0.0,0.0,6.52,2.14,0.0
20230321:0210,0.0,0.0,0.0,0.0,6.46,2.0,0.0
20230321:0310,0.0,0.0,0.0,0.0,6.48,1.86,0.0
20230321:0410,0.0,0.0,0.0,0.0,6.51,1.79,0.0
20230321:0510,0.0,0.0,0.0,0.0,6.53,1.72,0.0
20230321:0610,21.08,45.52,1.14,7.35,6.61,1.66,0.0
20230321:0710,0.0,0.0,0.0,0.0,6.83,1.59,0.0
20230321:0810,0.0,0.0,0.0,0.0,7.33,1.66,0.0
20230321:0910,341.97,240.63,8.19,31.51,8.46,2.34,0.0
20230321:1010,191.97,295.15,7.85,36.43,10.18,3.38,0.0
20230321:1110,46.27,267.44,6.04,38.66,11.14,3.93,0.0
20230321:1210,104.48,289.29,6.99,37.82,11.72,3.93,0.0
20230321:1310,24.47,220.88,4.88,34.07,12.42,3.79,0.0
20230321:1410,0.0,105.78,2.23,27.98,12.36,3.38,0.0
20230321:1510,0.0,89.51,1.89,20.27,11.77,2.48,0.0
20230321:1610,5.85,62.19,1.37,11.56,11.14,2.62,0.0
20230321:1710,0.0,0.9,0.02,2.34,10.42,2.9,0.0
20230321:1810,0.0,0.0,0.0,0.0,9.64,3.1,0.0
20230321:1910,0.0,0.0,0.0,0.0,8.25,2.69,0.0
20230321:2010,0.0,0.0,0.0,0.0,7.53,2.76,0.0
20230321:2110,0.0,0.0,0.0,0.0,6.79,2.41,0.0
20230321:2210,0.0,0.0,0.0,0.0,6.17,2.14,0.0
20230321:2310,0.0,0.0,0.0,0.0,5.83,2.07,0.0
20230322:0010,0.0,0.0,0.0,0.0,5.59,2.0,0.0
20230322:0110,0.0,0.0,0.0,0.0,5.2,2.0,0.0
20230322:0210,0.0,0.0,0.0,0.0,4.98,1.93,0.0
20230322:0310,0.0,0.0,0.0,0.0,4.49,2.07,0.0
20230322:0410,0.0,0.0,0.0,0.0,4.32,2.14,0.0
20230322:0510,0.0,0.0,0.0,0.0,4.62,2.14,0.0
20230322:0610,43.96,50.38,1.47,7.71,5.22,2.28,0.0
20230322:0710,0.0,0.0,0.0,0.0,6.81,2.28,0.0
20230322:0810,442.46,135.49,7.47,24.97,9.0,3.59,0.0
20230322:0910,371.62,239.2,8.52,31.91,10.49,4.69,0.0
20230322:1010,150.65,295.28,7.51,36.83,12.19,6.14,0.0
20230322:1110,202.24,316.06,8.4,39.06,13.15,6.28,0.0
20230322:1210,346.42,302.6,9.53,38.2,13.91,6.76,0.0
20230322:1310,343.07,266.33,8.82,34.41,14.19,6.83,0.0
20230322:1410,284.65,216.1,7.28,28.29,13.93,5.93,0.0
20230322:1510,65.33,155.37,3.89,20.55,13.33,4.9,0.0
20230322:1610,0.0,41.59,0.88,11.82,12.77,4.14,0.0
20230322:1710,0.0,2.71,0.06,2.6,12.05,3.79,0.0
20230322:1810,0.0,0.0,0.0,0.0,11.51,3.72,0.0
20230322:1910,0.0,0.0,0.0,0.0,11.53,3.72,0.0
20230322:2010,0.0,0.0,0.0,0.0,11.41,3.79,0.0
20230322:2110,0.0,0.0,0.0,0.0,11.25,3.72,0.0
20230322:2210,0.0,0.0,0.0,0.0,11.08,3.79,0.0
20230322:2310,0.0,0.0,0.0,0.0,11.1,4.0,0.0
20230323:0010,0.0,0.0,0.0,0.0,11.36,4.34,0.0
20230323:0110,0.0,0.0,0.0,0.0,11.4,4.55,0.0
20230323:0210,0.0,0.0,0.0,0.0,10.99,4.76,0.0
20230323:0310,0.0,0.0,0.0,0.0,10.87,4.76,0.0
20230323:0410,0.0,0.0,0.0,0.0,10.56,4.55,0.0
20230323:0510,0.0,0.0,0.0,0.0,10.29,4.69,0.0
20230323:0610,0.0,29.84,0.63,8.07,10.26,4.9,0.0
20230323:0710,62.79,126.86,3.24,17.09,10.23,4.48,0.0
20230323:0810,0.0,112.11,2.36,25.35,11.15,4.48,0.0
20230323:0910,65.78,239.36,5.62,32.3,12.08,6.62,0.0
20230323:1010,56.48,266.6,6.12,37.23,12.63,6.34,0.0
20230323:1110,66.97,285.75,6.61,39.45,12.69,6.41,0.0
20230323:1210,0.0,172.69,3.64,38.57,12.42,6.62,0.0
20230323:1310,444.52,242.07,9.53,34.76,12.41,6.07,0.0
20230323:1410,16.42,179.65,3.94,28.6,12.87,5.66,0.0
20230323:1510,0.0,79.56,1.68,20.84,13.23,5.24,0.0
20230323:1610,98.28,80.64,2.78,12.09,12.68,4.83,0.0
20230323:1710,0.0,3.62,0.08,2.86,11.95,3.93,0.0
20230323:1810,0.0,0.0,0.0,0.0,11.31,3.52,0.0
20230323:1910,0.0,0.0,0.0,0.0,10.79,3.72,0.0
20230323:2010,0.0,0.0,0.0,0.0,10.29,3.45,0.0
20230323:2110,0.0,0.0,0.0,0.0,9.8,3.38,0.0
20230323:2210,0.0,0.0,0.0,0.0,9.57,3.45,0.0
20230323:2310,0.0,0.0,0.0,0.0,9.53,3.38,0.0
20230324:0010,0.0,0.0,0.0,0.0,9.75,3.59,0.0
20230324:0110,0.0,0.0,0.0,0.0,10.13,4.14,0.0
20230324:0210,0.0,0.0,0.0,0.0,10.5,4.34,0.0
20230324:0310,0.0,0.0,0.0,0.0,10.43,3.93,0.0
20230324:0410,0.0,0.0,0.0,0.0,10.43,4.48,0.0
20230324:0510,0.0,0.0,0.0,0.0,10.71,5.17,0.0
20230324:0610,0.0,8.14,0.17,8.43,10.75,5.45,0.0
20230324:0710,9.06,101.59,2.23,17.45,11.54,5.79,0.0
20230324:0810,1.52,128.57,2.73,25.73,12.23,6.83,0.0
20230324:0910,0.0,94.93,2.0,32.69,12.65,5.59,0.0
20230324:1010,0.0,144.66,3.05,37.63,12.74,5.52,0.0
20230324:1110,0.0,150.09,3.16,39.85,12.67,4.97,0.0
20230324:1210,0.0,89.51,1.89,38.95,12.97,5.03,0.0
20230324:1310,65.82,257.24,6.02,35.1,13.03,4.97,0.0
20230324:1410,463.23,162.61,8.48,28.91,13.4,5.31,0.0
20230324:1510,85.57,160.96,4.23,21.12,13.26,5.24,0.0
20230324:1610,86.73,84.0,2.74,12.36,12.8,4.41,0.0
20230324:1710,0.86,10.73,0.25,3.12,11.79,3.72,0.0
20230324:1810,0.0,0.0,0.0,0.0,10.66,3.59,0.0
20230324:1910,0.0,0.0,0.0,0.0,9.5,2.83,0.0
20230324:2010,0.0,0.0,0.0,0.0,9.1,3.31,0.0
20230324:2110,0.0,0.0,0.0,0.0,8.83,4.14,0.0
20230324:2210,0.0,0.0,0.0,0.0,8.72,4.07,0.0
20230324:2310,0.0,0.0,0.0,0.0,8.18,3.93,0.0
20230325:0010,0.0,0.0,0.0,0.0,8.1,4.28,0.0
20230325:0110,0.0,0.0,0.0,0.0,7.75,4.55,0.0
20230325:0210,0.0,0.0,0.0,0.0,7.46,4.69,0.0
20230325:0310,0.0,0.0,0.0,0.0,7.28,5.1,0.0
20230325:0410,0.0,0.0,0.0,0.0,7.03,5.1,0.0
20230325:0510,0.0,0.0,0.0,0.0,6.56,4.9,0.0
20230325:0610,0.0,16.27,0.34,8.79,6.36,5.03,0.0
20230325:0710,262.2,104.63,5.01,17.82,7.32,4.83,0.0
20230325:0810,483.88,129.46,8.06,26.11,7.9,6.41,0.0
20230325:0910,155.16,268.08,7.03,33.08,8.86,6.41,0.0
20230325:1010,0.0,172.69,3.64,38.03,9.95,6.21,0.0
20230325:1110,115.68,313.13,7.62,40.25,10.27,6.07,0.0
20230325:1210,439.76,293.31,10.46,39.33,8.99,6.97,0.0
20230325:1310,7.43,199.93,4.29,35.44,9.58,5.79,0.0
20230325:1410,189.29,235.32,6.77,29.22,10.02,5.52,0.0
20230325:1510,379.96,101.91,6.61,21.41,9.98,5.38,0.0
20230325:1610,21.61,83.32,2.0,12.62,9.52,5.86,0.0
20230325:1710,0.0,1.81,0.04,3.38,8.76,5.59,0.0
20230325:1810,0.0,0.0,0.0,0.0,7.58,6.07,0.0
20230325:1910,0.0,0.0,0.0,0.0,6.93,5.66,0.0
20230325:2010,0.0,0.0,0.0,0.0,6.68,5.59,0.0
20230325:2110,0.0,0.0,0.0,0.0,6.53,5.86,0.0
20230325:2210,0.0,0.0,0.0,0.0,6.66,6.14,0.0
20230325:2310,0.0,0.0,0.0,0.0,6.4,5.66,0.0
20230326:0010,0.0,0.0,0.0,0.0,6.34,5.79,0.0
20230326:0110,0.0,0.0,0.0,0.0,6.14,5.24,0.0
20230326:0210,0.0,0.0,0.0,0.0,5.96,4.76,0.0
20230326:0310,0.0,0.0,0.0,0.0,6.11,4.62,0.0
20230326:0410,0.0,0.0,0.0,0.0,5.89,3.93,0.0
20230326:0510,0.0,0.0,0.0,0.0,6.05,3.79,0.0
20230326:0610,0.0,18.99,0.4,9.15,6.12,3.93,0.0
20230326:0710,0.0,79.56,1.68,18.18,6.54,3.31,0.0
20230326:0810,37.22,186.87,4.29,26.49,7.03,3.72,0.0
20230326:0910,73.26,252.39,5.98,33.47,7.91,3.38,0.0
20230326:1010,59.83,277.05,6.38,38.43,8.67,3.17,0.0
20230326:1110,8.96,232.74,4.99,40.64,8.75,2.83,0.0
20230326:1210,0.0,173.59,3.66,39.7,8.77,2.62,0.0
20230326:1310,0.0,161.84,3.41,35.78,8.48,2.28,0.0
20230326:1410,0.0,136.52,2.88,29.53,7.71,2.07,0.0
20230326:1510,1.42,100.51,2.13,21.69,6.98,2.07,0.0
20230326:1610,1.33,62.52,1.33,12.89,6.19,1.52,0.0
20230326:1710,0.0,9.95,0.21,3.64,5.65,1.1,0.0
20230326:1810,0.0,0.0,0.0,0.0,5.3,1.38,0.0
20230326:1910,0.0,0.0,0.0,0.0,5.45,1.86,0.0
20230326:2010,0.0,0.0,0.0,0.0,5.51,2.48,0.0
20230326:2110,0.0,0.0,0.0,0.0,5.35,3.31,0.0
20230326:2210,0.0,0.0,0.0,0.0,4.88,3.59,0.0
20230326:2310,0.0,0.0,0.0,0.0,4.24,3.66,0.0
20230327:0010,0.0,0.0,0.0,0.0,3.59,3.52,0.0
20230327:0110,0.0,0.0,0.0,0.0,3.27,3.72,0.0
20230327:0210,0.0,0.0,0.0,0.0,2.66,3.93,0.0
20230327:0310,0.0,0.0,0.0,0.0,2.06,4.34,0.0
20230327:0410,0.0,0.0,0.0,0.0,1.38,4.28,0.0
20230327:0510,0.0,0.0,0.0,0.0,0.79,3.93,0.0
20230327:0610,110.92,52.58,2.44,9.5,0.32,3.66,0.0
20230327:0710,288.8,105.21,5.45,18.55,1.06,3.59,0.0
20230327:0810,370.29,182.9,7.72,26.86,2.23,4.83,0.0
20230327:0910,63.81,254.34,5.95,33.86,3.4,5.1,0.0
20230327:1010,151.56,315.23,8.0,38.83,4.54,5.03,0.0
20230327:1110,421.26,318.85,10.79,41.04,5.43,5.1,0.0
20230327:1210,831.25,157.93,13.0,40.07,6.01,5.1,0.0
20230327:1310,33.68,249.61,5.58,36.12,6.08,5.17,0.0
20230327:1410,0.0,75.95,1.6,29.84,6.06,5.31,0.0
20230327:1510,351.91,116.89,6.63,21.97,4.41,5.03,0.0
20230327:1610,163.99,72.59,3.64,13.15,3.67,5.17,0.0
20230327:1710,2.85,18.25,0.48,3.89,3.02,4.62,0.0
20230327:1810,0.0,0.0,0.0,0.0,2.32,4.14,0.0
20230327:1910,0.0,0.0,0.0,0.0,1.63,4.28,0.0
20230327:2010,0.0,0.0,0.0,0.0,1.3,4.21,0.0
20230327:2110,0.0,0.0,0.0,0.0,1.23,4.41,0.0
20230327:2210,0.0,0.0,0.0,0.0,0.81,4.55,0.0
20230327:2310,0.0,0.0,0.0,0.0,0.72,4.97,0.0
20230328:0010,0.0,0.0,0.0,0.0,0.51,5.1,0.0
20230328:0110,0.0,0.0,0.0,0.0,0.9,5.45,0.0
20230328:0210,0.0,0.0,0.0,0.0,0.78,5.38,0.0
20230328:0310,0.0,0.0,0.0,0.0,0.47,4.83,0.0
20230328:0410,0.0,0.0,0.0,0.0,0.38,4.48,0.0
20230328:0510,0.0,0.0,0.0,0.0,0.25,4.0,0.0
20230328:0610,92.33,61.18,2.4,9.86,0.18,3.45,0.0
20230328:0710,335.36,91.86,5.87,18.91,1.27,5.1,0.0
20230328:0810,383.07,180.93,7.89,27.24,2.27,5.17,0.0
20230328:0910,581.91,195.56,10.5,34.25,3.66,5.1,0.0
20230328:1010,250.96,324.11,9.15,39.23,4.76,4.9,0.0
20230328:1110,141.51,330.5,8.25,41.43,5.55,4.41,0.0
20230328:1210,296.35,330.26,9.76,40.45,5.97,4.14,0.0
20230328:1310,77.06,279.29,6.61,36.46,6.22,3.79,0.0
20230328:1410,330.55,225.39,8.21,30.14,6.42,3.66,0.0
20230328:1510,404.93,98.79,7.09,22.25,6.61,3.1,0.0
20230328:1610,86.94,95.49,3.09,13.41,6.65,2.34,0.0
20230328:1710,1.35,17.74,0.42,4.15,6.11,1.38,0.0
20230328:1810,0.0,0.0,0.0,0.0,4.44,1.45,0.0
